address,availabilityStarts,description,image,latitude,longitude,name,numberOfRooms,price,url,floor,area_living,area_total,ceiling_height,floor_count,price_sqm,id,built_year,area_kitchen,room_count
"Аркадія, Приморський, Одеса",2023-06-09T15:15:35+00:00,Кухня гостинная и отдельная спальня 52 кв м 10 этаж в квартире 3 шкафа 2 ТВ.. Без балкона есть всё необходимое для комфртного проживания!,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/968868282.webp,46.4353428583847,30.7569004206859,ЖК Гольфстрім,2,11000 UAH,https://flatfy.ua/uk/realty/425775882,10,,52,,22,212,425775882,,16,2
"вул. Говорова, Середній Фонтан, Приморський, Одеса",2023-06-06T03:45:12+00:00,Сдам 2ую квартиру в Приморском районе ул.М.Говорова новострой. Через дорогу парк Победы. 65м. Ремонт. Мебель. Вся бытовая техника. Комнаты раздельные. Три застекленные лоджии. Окна МП. Двуспальный диван еврокнижка. Большой шкаф. Кондиционер. Двуспальная...,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/972942001.webp,46.445988,30.749332,вул. Говорова,2,8000 UAH,https://flatfy.ua/uk/realty/429209929,5,,65,,10,123,429209929,,12,2
"вул. Бочарова, селище Котовського, Суворовський, Одеса",2023-06-10T10:46:26+00:00,Сдам 2 комн квартиру на Бочарова Сахарова возле рынка початок ТРЦ атриум в новом доме с ремонтом укомплектована мебелью и бытовой техникой можно с ребенком возможна маленькая собачка на длительный срок квартира от риелтора услуги 50% от стоимости...,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/968866523.webp,46.586767,30.79838,вул. Бочарова,2,7000 UAH,https://flatfy.ua/uk/realty/425774408,6,,55,,19,127,425774408,,12,2
"просп. Небесної Сотні (Маршала Жукова), Київський, Одеса",2023-06-09T15:21:51+00:00,Сдам 2-х комнатную пр. Небесной сотни Квартира с косметическим ремонтом 2 комнаты раздельные кухня 6 кв м. 4 этаж дворовая мебель бытовая техника. парадная с ремонтом домофон.,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/968866511.webp,46.392068,30.706087,просп. Небесної Сотні (Маршала Жукова),2,6000 UAH,https://flatfy.ua/uk/realty/425774387,4,,45,,5,133,425774387,,6,2
"3в, вул. Генуезька, Аркадія, Приморський, Одеса",2023-06-09T14:56:28+00:00,Если не сможете дозвониться - ПИШИТЕ на вайбер/ватс ап/телеграмм +38********42 Есть несколько квартир в Аркадии и на Каманина ! Видео обзор ЖК 42 ЖЕМЧУЖИНА смотрите по ссылке youtu.be/2NJ6gmqmX6k ВИДЕО ОБЗОР КВАРТИРЫ ПЕРЕШЛЮ по запросу на вайбер/ватс...,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/968865648.webp,46.435084,30.761815,"вул. Генуезька, 3в",1,13000 UAH,https://flatfy.ua/uk/realty/425773635,12,,46,2.85,25,283,425773635,2019,16,1
"21, вул. Педагогічна, Середній Фонтан, Приморський, Одеса",2023-06-11T04:17:39+00:00,"Сдается 2 комнатная квартира на 6 ст. Б. Фонтана ул. Педагогическая 21/1 ЖК ""Акапулько-2"" квартира после ремонта. Две отдельные спальни и кухня-студия с балконом. Вся необходимая мебель и бытовая техника (в т.ч. два раздвижных дивана 2-х спальная...",https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/969686391.webp,46.432703,30.752563,"вул. Педагогічна, 21",2,10000 UAH,https://flatfy.ua/uk/realty/426553939,,,60,2.75,,167,426553939,2010,,2
"3б, вул. Генуезька, Аркадія, Приморський, Одеса",2023-06-10T16:15:54+00:00,СВОБОДНА ! СДАЕТСЯ НА ЛЮБОЙ СРОК от 1 МЕС до ГОДА 1 ВИДЕО-ОБЗОР вида из окна квартиры на АРКАДИЮ смотрите по ссылке на моем ю-туб канале youtu.be/hkGaw0YGGdE ВИДЕО-ОБЗОР самой квартиры перешлю при запросе на вайбер/ватс ап/ телеграмм +38********42 Есть...,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/972781457.webp,46.436674,30.759294,"вул. Генуезька, 3б",1,13000 UAH,https://flatfy.ua/uk/realty/427437470,21,,36,2.8,24,361,427437470,2019,10,1
"13а, бульв. Французький, Відрада, Приморський, Одеса",2023-06-11T03:51:28+00:00,Музкомедія ЖК Крит студія 36кв м поверх 3/12. Вся побутова техніка 2-спальне ліжко та диван вбудована кухня кондиціонер холодильник пральна машина. Є балкон. 9500 торг. Ріелторські послуги 50%.,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/971741322.webp,46.464763,30.754434,"бульв. Французький, 13а",1,9000 UAH,https://flatfy.ua/uk/realty/428196912,,,36,3,,250,428196912,2013,,1
"вул. Вільямса, Таїрова, Київський, Одеса",2023-06-09T15:20:38+00:00,Уважаемые клиенты предлагается: - 1 комн. квартира в 9 ти этажном доме ул. Вильямса - Квартира находится на 5 этаже 9 этажного дома - Общая площадь 35 м - Кухня 8 м - Комната 18 м - Квартира в жилом состоянии - Укомплектована мебелью и техникой...,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/968864197.webp,46.391163,30.725176,вул. Вільямса,1,4000 UAH,https://flatfy.ua/uk/realty/425772228,4,,35,,9,114,425772228,,8,1
"3а, вул. Генуезька, Аркадія, Приморський, Одеса",2023-06-11T04:17:39+00:00,Квартира полностью укомплектована мебелью и бытовой техникой. Звоните Мила риелтор,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/969686408.webp,46.435143,30.76041,"вул. Генуезька, 3а",1,9999 UAH,https://flatfy.ua/uk/realty/426553940,,,40,2.8,,250,426553940,2018,,1
"Малий Фонтан, Приморський, Одеса",2023-06-07T06:29:10+00:00,Виктория АН Слон 09******16 Сдается полноценная однокомнатная квартира на Фонтане. Тихий чистый двор. В квартире тепло Укомплектованы от мебели до техники. Можно одному человеку и маленькой собачке. Звоните и заселяйтесь! Цена 4500тыс./мес.,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/968863507.webp,no_data_get,no_data_get,Аренда 1-к квартиры на Фонтане,1,4500 UAH,https://flatfy.ua/uk/realty/425771151,9,,20,,9,225,425771151,,5,1
"40, вул. Балківська, Слобідка, Суворовський, Одеса",2023-06-11T00:56:52+00:00,Сдам 1 ком.кв.Балковская 40 на любой срок цена может меняться от срока проживания можно с маленькой собачкой декоративные все вопросы по телефону сообщения не читаю звоните XXXXXXXXXX,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/973520719.webp,46.486818,30.706766,"вул. Балківська, 40",1,3999 UAH,https://flatfy.ua/uk/realty/436314799,,,40,2.6,,100,436314799,,,1
"вул. Новосельського, Центр, Приморський, Одеса",2023-06-09T15:14:00+00:00,Сдам 1 комнатную квартиру 3 эт 10 этажного дома ул. Новосельского. В квартире есть вся необходимая для комфортного проживания мебель и техника . Есть разные варианты ЗВОНИТЕ.,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/968863064.webp,46.484945,30.722185,вул. Новосельського,1,6500 UAH,https://flatfy.ua/uk/realty/411042326,3,,32,,10,203,411042326,,20,1
"40, вул. Петрова, Черемушки, Малиновський, Одеса",2023-06-11T01:27:44+00:00,"Сдам полупустую 4-х комнатную квартиру на Черемушках улица Генерала Петрова/Ицхака Рабина возле Магазина ""Сильпо"" Квартира расположенана 3 этаже/5-ти этажного дома.По планировке квартиры - 3 раздельные спальни + гостиная общая 68 Метров. Одна из комнат...",https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/972843408.webp,46.434893,30.700813,"вул. Петрова, 40",4,6000 UAH,https://flatfy.ua/uk/realty/429192377,,,68,2.5,,88,429192377,,,4
"просп. Добровольського, селище Котовського, Суворовський, Одеса",2023-06-11T10:41:38+00:00,Сдам просторную 3 комнатную квартиру пр. Добровольского/Бочарова Три раздельные комнаты. Три лоджии. Квартира полностью укомплектована необходимой мебелью и техникой. 3 этаж квартира двухсторонняя Хорошее расположение рядом рынок остановки транспорта...,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/972410114.webp,46.57799,30.783046,просп. Добровольського,3,5800 UAH,https://flatfy.ua/uk/realty/425769232,3,,65,,12,89,425769232,,8,3
"вул. Героїв Крут (Валентини Терешкової), Черемушки, Малиновський, Одеса",2023-06-09T16:33:23+00:00,Сдается квартира с капитальным ремонтом на ул. Терешковой .Все есть для комфортного проживания диван вся бытовая техника. Отличный район рядом супермаркетытранспортная развязка в любой район города.6000 грн+коммуналка залог. Сдается для одного или...,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/970077308.webp,46.433474,30.71384,вул. Героїв Крут (Валентини Терешкової),1,6000 UAH,https://flatfy.ua/uk/realty/426800708,1,,32,,5,188,426800708,,6,1
"вул. Пушкінська, Центр, Приморський, Одеса",2023-06-10T10:44:31+00:00,Сдам смарт квартиру после капитального ремонта первая сдача очень уютная и свежая квартира близость центра города и жд вокзала ориентир дом с ангелом. Дворовая Парковка для авто. Идеально для одного человека или пары. Долгосрочно. Посредник комиссия...,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/972409532.webp,46.477958,30.742128,вул. Пушкінська,1,6000 UAH,https://flatfy.ua/uk/realty/428709390,1,,26,,3,231,428709390,,7,1
"6а, вул. Басейна, Сахалінчик, Приморський, Одеса",2023-06-09T15:03:43+00:00,Сдам шикарную 1комн 34 Жемчужина от Кадорр Ул. Бассейная Рядом Апельсин/Мандарин/чудо город 42 м²  23 этаж Квартира полностью укомплектована всем необходимым! Из окон открывается хороший вид на город. Восточная сторона. В доме есть ГЕНЕРАТОРЫ! . Поэтому...,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/970064390.webp,46.456771570951,30.73303733021,"вул. Басейна, 6а",1,8990 UAH,https://flatfy.ua/uk/realty/426793738,23,,42,2.85,25,214,426793738,2019,15,1
"10/12, вул. Розумовська, Молдаванка, Приморський, Одеса",2023-06-05T12:21:46+00:00,Сдам долгосрочно 1но ком квартиру жк Усадьба Разумовского 15й этаж 45 кв. общей площади новострой закрытый двор. квартира полностью укомплектована мебелью и техникой (включая посудомоку..) красивый вид на город и море,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/970101416.webp,46.474296,30.720477,"вул. Розумовська, 10/12",1,7700 UAH,https://flatfy.ua/uk/realty/426898344,15,18,48,2.8,21,160,426898344,2010,11,1
"3, Дунаєва пров., Малий Фонтан, Приморський, Одеса",2023-06-09T14:53:12+00:00,Аренда 3к/к ул Дунаева 3 3 комнаты раздельные кухня 2 сан узла коридор балкон 120 м2 3 этаж из 8 закрытый двор паркоместо есть вся мебель и техника высокие потолки без отключения света,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/968847763.webp,46.456578,30.762534,"Дунаєва пров., 3",3,550 USD,https://flatfy.ua/uk/realty/425751824,3,,120,2.8,8,5,425751824,1997,25,3
"3б, вул. Генуезька, Аркадія, Приморський, Одеса",2023-06-09T15:09:48+00:00,Сдам свою квартиру в 36 Жемчужине/ Генуэзская/ Аркадия. Евродвушка 40м 16этаж. В квартире выполнен стильный ремонт.Отдельная спальня с двуспальной кроватью гостиная с раскладным диваном и отдельно кухня. В с/ у ванна. Свежий ремонт есть все необходимое...,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/968846618.webp,46.436674,30.759294,"вул. Генуезька, 3б",2,550 USD,https://flatfy.ua/uk/realty/425749832,16,,40,2.8,25,14,425749832,2019,10,2
"3а, вул. Генуезька, Аркадія, Приморський, Одеса",2023-06-08T06:18:30+00:00,Сдам долгосрочно 26 Жемчужина кухня-студия и отдельно комната. В студии есть большой кожаный диван в комнате 2х спальная кровать. Встроенная кухня. Есть все необходимое для комфортной жизни: телевизор кондиционер духовка плита микроволновка электрочайник...,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/970345550.webp,46.435143,30.76041,"вул. Генуезька, 3а",1,450 USD,https://flatfy.ua/uk/realty/427037690,23,,42,2.8,25,11,427037690,2018,10,1
"9, вул. Гагарінське Плато, Аркадія, Приморський, Одеса",2023-06-09T14:49:18+00:00,К долгосрочной аренде предлагается двуспальная квартира в жк Гагаринский от СК СТИКОН Гагаринское плато-9 район Аркадия. 15 эт. 65 м. студия и две спальни открытый балкон. Квартира укомплектована мебелью и техникой встроенные шкафы. Качество и выдержанный...,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/968839061.webp,46.433422,30.763227,"вул. Гагарінське Плато, 9",3,600 USD,https://flatfy.ua/uk/realty/425723945,15,,65,3,21,9,425723945,2017,10,3
"вул. Генуезька, Приморський, Одеса",2023-06-09T13:59:05+00:00,К аренде 5-ти ком квартира с дизайнерским ремонтом в жк Арк-Палас ул. Генуэзская. 18 эт. 205 м. студия мастер-спальня кабинет и три комнаты в виде детской части квартиры два санузла балконы. Гардеробная шкафы. Все есть по мебели и техники для...,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/968816573.webp,46.4386250332896,30.7585892369794,вул. Генуезька,5,3000 USD,https://flatfy.ua/uk/realty/425699789,18,,205,,21,15,425699789,,15,5
"бульв. Французький, Приморський, Одеса",2023-06-11T06:08:45+00:00,Студия и спальня в ЖК Стикон на Французском Охраняемый дом со всем необходимым детская и спотривная площадка паркинг и т.п. Квартира со свежим ремонтам каечственные материалы вся мебель и техника в идеальном состоянии. Посредникакм просьба ен беспокоить...,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/968787152.webp,46.454569,30.760363,бульв. Французький,2,12000 UAH,https://flatfy.ua/uk/realty/393239363,,,50,,,240,393239363,,,2
"40, вул. Осипова, Центр, Приморський, Одеса",2023-06-11T06:50:00+00:00,Центр ЖК Будинок на Осипова студія та спальня на 3 поверсі. 50кв м вся побутова техніка система розумний будинок. Довго. Ріелторські послуги 50%.,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/968774909.webp,46.472083,30.743941,"вул. Осипова, 40",1,400 USD,https://flatfy.ua/uk/realty/393547229,,,50,3,,8,393547229,2017,,1
"1а, пров. Тополевий, Середній Фонтан, Приморський, Одеса",2023-06-11T03:41:17+00:00,расположена в приморском районе рядом рынок магазины общественный транспорт места отдыха и обучения вид на зелёную зону,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/968691498.webp,46.436533,30.748361,"пров. Тополевий, 1а",1,7000 UAH,https://flatfy.ua/uk/realty/425686007,,,30,2.7,,233,425686007,2019,,1
"вул. Коблевська, Центр, Приморський, Одеса",2023-06-11T04:53:08+00:00,Своя Красивая квартира с дорогим качественным ремонтом расположена в историческом центре Одессы на ул Коблевской - 3 минуты до Соборной площади  ул Дерибасовской и Гор Сада  рядом Новый Рынок и вся инфраструктура,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/968691350.webp,46.487098,30.725087,вул. Коблевська,2,400 USD,https://flatfy.ua/uk/realty/425685995,,,65,,,6,425685995,,,2
"вул. Заболотного, селище Котовського, Суворовський, Одеса",2023-06-11T04:35:19+00:00,Сдам 4-х к.кв. с хорошим ремонтом мебелью и бытовой техникой. Есть все необходимое. Шикарный район. Рядом магазины базар детский сад школы. Отличная транспортная развязка. Цена 10 т.грн.,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/968686680.webp,46.57913,30.792631,вул. Заболотного,4,10000 UAH,https://flatfy.ua/uk/realty/425685630,,,69,,,145,425685630,,,4
"3в, вул. Генуезька, Аркадія, Приморський, Одеса",2023-06-05T02:48:04+00:00,Сдается 1 комн. В 42 Жемчужине ул. Генуэзская/Аркадия/Час пик 21/24 46 кв. м. кухня-гостиная и отдельная спальня с кроватью. Дизайнерский ремонт полностью укомплектована мебелью техникой. Панорамное остекление гардеробная с/у совмещен душ. Два...,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/970943272.webp,46.435084,30.761815,"вул. Генуезька, 3в",1,18000 UAH,https://flatfy.ua/uk/realty/427724815,21,,46,2.85,24,391,427724815,2019,10,1
"1, вул. Воробйова, Слобідка, Суворовський, Одеса",2023-06-11T04:35:18+00:00,Первая аренда!!! Сдам 1комнатную квартиру в ЖК Одесские традиции 36 кв.м.  9 этаж для пары или одного без животных. 7500грн + коммунальные платежи + залоговая сумма + 50% риелторские,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/968677623.webp,46.480989,30.692614,"вул. Воробйова, 1",1,7500 UAH,https://flatfy.ua/uk/realty/425685033,,,36,2.7,,208,425685033,2018,,1
"селище Котовського, Суворовський, Одеса",2023-06-11T02:59:34+00:00,Бронированая дверь балкон застеклён мебель холодильник бойлер стиральная машина телевизор кабельное телевидение интернет с / у облицован хороший район всё в шаговой доступности.,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/970555723.webp,46.579514,30.804798,Долгосрочная аренда 1к квартира Высоцкого,1,3500 UAH,https://flatfy.ua/uk/realty/427194247,,,32,,,109,427194247,,,1
"вул. Успенська, Центр, Приморський, Одеса",2023-06-10T10:15:59+00:00,08485 3 комнатная квартира в ЖК Вэлмакс ул. Успенская. Площадь 90 м отдельная гостиная с/у отдельная кухня 2 спальни. 2 этаж три террасы с видом на парк. Дорогой дизайнерский ремонт вся мебель и техника от ведущих фирм-производителей. Цена 1 200...,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/969139889.webp,46.475733,30.753618,вул. Успенська,3,1200 USD,https://flatfy.ua/uk/realty/425948599,2,,90,,4,13,425948599,,20,3
"55, вул. Корольова, Таїрова, Київський, Одеса",2023-05-26T21:25:00+00:00,Сдам 1 ком квартиру Ул Королева 55 Рынок Южный 8/9 этаж современный ремонт Кровать и диван Балкон застеклён Ванная бойлер Газовая плита Цена 6000 грн + залог + коммунальные Комиссия риелтора 50% Без животных,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/968583781.webp,46.391894,30.724449,"вул. Корольова, 55",1,6000 UAH,https://flatfy.ua/uk/realty/425626054,8,20,43,2.6,9,140,425626054,,9,1
"8/1, вул. Михайлівська (Індустріальна), Молдаванка, Малиновський, Одеса",2023-06-11T08:11:02+00:00,Сдам 2 х Ком кв ( комнаты раздельные ) ул Михайловская 8 ЖК Михайловский НОВОСТРОЙ  7 ЭТ  Балкон Есть  2 Спальни с кроватями  ремонт делался для себя  Все новое как на Фото Залог  Риелтор 50 %,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/972429690.webp,46.466323,30.710682,"вул. Михайлівська (Індустріальна), 8/1",2,350 USD,https://flatfy.ua/uk/realty/428751647,16,15,60,2.8,18,6,428751647,2018,15,2
"301, Миколаївська дор., Лузанівка, Суворовський, Одеса",2023-06-08T14:09:01+00:00,3 комнатная квартира в Лузановке с капремонтом. Можно семью с детьми и маленькими животными.,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/969871752.webp,46.554449,30.763564,"Миколаївська дор., 301",3,5999 UAH,https://flatfy.ua/uk/realty/426733689,4,40,67,2.5,9,90,426733689,,12,3
"5аК1, вул. Гагарінське Плато, Аркадія, Приморський, Одеса",2023-06-03T22:17:01+00:00,Сдам в аренду 2 комнатную квартиру в Аркадии В шаговой доступности от моря Закрытая территория с подземным паркингом и детской площадкой Планировка: кухня-гостиная и две спальни отдельно Удачная локація: рядом множество супермаркетов и кафе Хороший вариант...,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/972439621.webp,46.432097,30.764315,"вул. Гагарінське Плато, 5аК1",2,400 USD,https://flatfy.ua/uk/realty/394178834,4,45,75,2.8,25,5,394178834,2011,15,2
"31, просп. Небесної Сотні (Маршала Жукова), Таїрова, Київський, Одеса",2023-05-18T08:39:04+00:00,Сдам 3-х комнатную квартиру расположенную по адресу Небесной Сотни дом 31 / Сити Центр на 3 этаже 5ти этажного дома . Глубокий фасад  квартира чистая  кухня  холодильник  телевизор  стиральная машина  санузел раздельный  бойлер  одна комната проходная...,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/968554081.webp,46.411991,30.714238,"просп. Небесної Сотні (Маршала Жукова), 31",3,5500 UAH,https://flatfy.ua/uk/realty/425594847,3,38,63,2.5,5,87,425594847,1965,7,3
"1, вул. Космонавтів, Черемушки, Київський, Одеса",2023-06-08T08:40:02+00:00,В малой коммуне 1 комната 10 метров. 1-ая станция Люстдорфа- ул. Космонавтов магазин Ева. Самостоятельная комната на 3/5этаже с кроватью шкафом телевизор холодильником. Душевая и туалет раздельный. Свое рабочее место на кухне. Обогрев воды своим электробойлером...,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/968552750.webp,46.436906,30.72452,"вул. Космонавтів, 1",4,2000 UAH,https://flatfy.ua/uk/realty/425593521,3,10,60,2.5,5,33,425593521,,12,4
"вул. Жуковського, Центр, Приморський, Одеса",2023-06-10T02:54:45+00:00,Сдам на Жуковского.43---- 2/3 этажного. После капитального ремонта. Авторская мебель.Дорогая техника.Кондиционер.ТВ. Интернет. Стиралка. Холодильник. Квартира полностью укомплектованная всем необходимым.Закрытый подъезд. Мраморная лестница.,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/973524008.webp,46.47959,30.740214,вул. Жуковського,1,11000 UAH,https://flatfy.ua/uk/realty/436762762,2,14,35,,3,314,436762762,,15,1
Одеса,2023-06-08T06:56:53+00:00,Аренда стильной квартиры студии в жилом комплексе Скай Сити. Дорогой дизайнерский ремонт. Охраняемая закрытая территория  видео наблюдение. Рядом отличная инфраструктура близко к дому Сити Центр. Хорошая транспортная развязка . Кто ищет стильную красивую...,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/968539529.webp,46.420212469862,30.711360855706,ЖК Скай Сіті,1,10000 UAH,https://flatfy.ua/uk/realty/425551713,5,,35,,24,286,425551713,,10,1
"вул. Миколи Боровського, Малиновський, Одеса",2023-06-11T11:19:56+00:00,Сдам очень хорошую теплую светлую квартиру-студию с видом на лиман в новом доме в городе Одесса по улице Николая Боровского 37 Х. Дом со своей парковкой для автомобилей магазинами пицерией-кулинарией спортивным залом детской площадкой мини-парком...,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/973129045.webp,46.4862590971533,30.6576510169143,вул. Миколи Боровського,1,4000 UAH,https://flatfy.ua/uk/realty/425549301,8,,19,,9,211,425549301,,9,1
"селище Котовського, Суворовський, Одеса",2023-06-08T07:03:32+00:00,Я-посредник! Сдам долгосросрочно просторную однокомнатную квартиру на поселке Котовского. Новый кирпичный дом. Закрытая территория. Третий этаж двенадцатиэтажного дома. Электроплиты. В квартире выполнен капитальный ремонт. Полное наполнение необходимой...,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/968534768.webp,no_data_get,no_data_get,Просторная однокомнатная квартира в новом кирпичном доме.,1,5000 UAH,https://flatfy.ua/uk/realty/425547786,3,,43,,12,116,425547786,,13,1
"вул. Космонавтів, Черемушки, Малиновський, Одеса",2023-06-08T06:38:47+00:00,Сдам 1 комнатную квартиру на Черёмушках. Квартира просторная и светлая с ремонтом. Балкон застеклён. Полностью укомплектована мебелью и бытовой техникой. Подключены кабельное интернет домофон. СВОБОДНА. МОЖНО СМОТРЕТЬ И ЗАСЕЛЯТЬСЯ. ЗВОНИТЕ ДОГОВОРИМСЯ...,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/973286105.webp,46.430816,30.714936,вул. Космонавтів,1,5000 UAH,https://flatfy.ua/uk/realty/432582900,3,,32,,5,156,432582900,,8,1
"вул. Генуезька, Аркадія, Приморський, Одеса",2023-06-07T17:33:24+00:00,Сдам стильную 1 комнатную квартиру с видом на море и террасой и вид море  аркадия улица генуэзская- кадор Квартира с полноценной 1 комнатной  шкаф  кухня полная комплектация  посудомоечная машинка . Огражденная территория  охрана  видео наблюдение...,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/968532338.webp,46.434356,30.759762,вул. Генуезька,1,17000 UAH,https://flatfy.ua/uk/realty/425545281,20,,47,,25,362,425545281,,17,1
"вул. Армійська, Середній Фонтан, Приморський, Одеса",2023-06-08T06:51:25+00:00,Отличная квартира с раздельными комнатами 6/10 70/10 балкон/з есть все необходимое охраняемая терит рядом парк без животных можно с 1 ребенком от 8л. Не менее 3 м 14000+к (1 м залог в размере месячной платы + 50% единоразово усл.аг). Звоните...,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/968531566.webp,46.449763,30.746736,вул. Армійська,2,14000 UAH,https://flatfy.ua/uk/realty/425544045,6,,70,,10,200,425544045,,10,2
"вул. Пушкінська, Центр, Приморський, Одеса",2023-06-11T11:13:18+00:00,Квартира на Пушкинской в центре города. Удобная транспортная развязка. Рядом ЖД вокзал супермаркет торговый центр Привоз. Квартира уютная с хорошей мебелью. Телевизор Wi-Fi кондиционеры новые шумооизолирующие и теплосберигающие окна. Высокие потолки...,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/968531441.webp,46.477958,30.742128,вул. Пушкінська,2,14000 UAH,https://flatfy.ua/uk/realty/425543880,2,,100,,2,140,425543880,,15,2
"Приморський, Одеса",2023-06-08T06:52:57+00:00,Светлая ухоженная квартира в ЖК Чудо город отдельная комната с кроватью и диваном раскладным и отдельная кухня. В прихожей большой шкаф купе.. Есть всё необходимое для комфортного проживания!,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/970078866.webp,46.458627934393,30.740717579393,ЖК Чудо-город,1,8000 UAH,https://flatfy.ua/uk/realty/393829116,10,,50,,24,160,393829116,,16,1
"просп. Небесної Сотні (Маршала Жукова), Таїрова, Київський, Одеса",2023-06-11T03:34:44+00:00,Здам в оренду однокімнатну «євродвушку» в ЖК «Маршал Сіті» 8/16 поверх. загальна площа 48 м.кв. кухня студія та спальня квартира з ремонтом меблями та побутовою технікою. Є все необхідне для проживання можна з дітьми та тваринами. Ціна: 8ххх грн...,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/971678890.webp,46.5836886329001,30.7986686937511,просп. Небесної Сотні (Маршала Жукова),1,7999 UAH,https://flatfy.ua/uk/realty/428192348,,,48,,,167,428192348,,,1
"10, вул. Літературна, Середній Фонтан, Приморський, Одеса",2023-06-11T11:05:41+00:00,Сдам 1ком 60м 15эт Аркадия Литературная 10а ЖКОрион Студия с выделенной спальной зоной понорамное остекления вид моря современный ремонт мебель техника Умный дом 10.000без детей и животных,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/972597042.webp,46.420171115698,30.758596826345,"вул. Літературна, 10",1,10000 UAH,https://flatfy.ua/uk/realty/428802235,15,,60,2.7,16,167,428802235,2019,25,1
"просп. Шевченка, Приморський, Одеса",2023-06-08T06:52:48+00:00,Сдам в аренду уютную 1- комнатную квартиру в районе проспекта Шевченка/ угол Армейская. Квартира в хорошем состоянии расположена на первом этаже и имеет выход в свой внутренний дворик. Комната большая 25 метров светлая с кроватью и двумя диванами....,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/968530342.webp,46.451607,30.754462,просп. Шевченка,1,7500 UAH,https://flatfy.ua/uk/realty/425542822,1,,38,,2,197,425542822,,6,1
"вул. Інглезі (20 Чапаївської дивізії), Черемушки, Малиновський, Одеса",2023-06-05T02:56:49+00:00,Сдам 2-х комнатную квартиру Якира/Инглези 1/5эт комнаты раздельные вся мебель кровать и диван вся бытовая техника. Балкон застеклён.,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/972735531.webp,46.421763,30.709952,вул. Інглезі (20 Чапаївської дивізії),2,6000 UAH,https://flatfy.ua/uk/realty/428866398,1,,48,,5,125,428866398,,7,2
"43, вул. Вільямса, Дача Ковалевського, Київський, Одеса",2023-06-08T07:00:41+00:00,"ЖК ""Два Академика"" ул. Вильямса/ 9ст. Люстдорфа новый дом. Квартира студия с современным ремонтом. Мебелью техникой. Кондиционер Раскладывающийся диван Свое отопление низкие коммунальные. Закрытая охраняемая территория видео-наблюдение охрана. Без...",https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/968526155.webp,46.385958,30.73229,"вул. Вільямса, 43",1,6000 UAH,https://flatfy.ua/uk/realty/425540243,6,,33,2.8,12,182,425540243,2019,10,1
